,id,carat,depth,table,x,y,z,price,cut_score,color_E,color_F,color_G,color_H,color_I,color_J,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
5210,5210,0.77,62.6,55.0,5.85,5.88,3.67,8.214,3,0,1,0,0,0,0,0,0,0,0,1,0,0
5211,5211,0.37,62.2,57.0,4.59,4.64,2.87,6.475,5,0,0,1,0,0,0,0,0,0,0,1,0,0
5212,5212,0.5,60.4,56.0,5.16,5.21,3.13,7.68,5,0,1,0,0,0,0,0,0,0,0,0,1,0
5213,5213,1.18,63.5,57.0,6.75,6.8,4.3,8.469,3,0,0,0,0,1,0,0,0,1,0,0,0,0
5214,5214,2.07,61.4,58.0,8.24,8.19,5.04,9.531,4,1,0,0,0,0,0,0,0,1,0,0,0,0
5215,5215,0.41,60.8,59.0,4.78,4.8,2.91,6.718,4,0,0,1,0,0,0,0,0,0,0,1,0,0
5216,5216,0.36,60.8,59.0,4.56,4.59,2.78,6.447,3,1,0,0,0,0,0,0,1,0,0,0,0,0
5217,5217,0.36,62.9,56.0,4.52,4.54,2.85,6.447,3,1,0,0,0,0,0,0,0,0,0,1,0,0
5218,5218,0.35,62.4,57.0,4.51,4.5,2.81,6.809,5,0,1,0,0,0,0,0,0,0,0,1,0,0
5219,5219,0.34,62.0,54.0,4.49,4.51,2.79,6.217,5,0,0,0,0,1,0,0,0,0,1,0,0,0
5220,5220,1.14,61.3,55.8,6.74,6.76,4.13,8.306,3,0,1,0,0,0,0,0,0,0,0,0,0,0
5221,5221,2.02,67.5,59.0,7.76,7.65,5.2,9.115,1,0,0,0,0,0,1,0,0,1,0,0,0,0
5222,5222,0.3,66.0,55.0,4.19,4.21,2.77,6.418,2,0,1,0,0,0,0,0,0,0,0,0,0,1
5223,5223,0.54,60.4,57.0,5.33,5.26,3.2,7.401,5,0,0,1,0,0,0,0,0,0,0,1,0,0
5224,5224,0.44,59.6,60.0,4.95,4.93,2.96,6.632,4,0,0,0,1,0,0,0,0,1,0,0,0,0
5225,5225,1.01,59.6,60.0,6.5,6.55,3.89,8.207,4,0,0,0,1,0,0,0,0,1,0,0,0,0
5226,5226,0.37,59.2,61.0,4.63,4.69,2.76,6.545,3,0,1,0,0,0,0,0,0,0,0,1,0,0
5227,5227,0.31,60.4,61.0,4.34,4.4,2.64,6.586,3,1,0,0,0,0,0,0,0,0,0,0,1,0
5228,5228,0.3,62.5,56.0,4.31,4.33,2.7,6.639,5,0,0,0,1,0,0,1,0,0,0,0,0,0
5229,5229,1.01,63.0,59.0,6.33,6.27,3.97,8.208,4,0,0,0,1,0,0,0,0,1,0,0,0,0
5230,5230,2.8,63.8,58.0,8.9,8.85,0.0,9.841,2,0,0,1,0,0,0,0,0,1,0,0,0,0
5231,5231,1.03,62.2,59.0,6.46,6.41,4.0,8.817,4,0,0,1,0,0,0,0,0,0,1,0,0,0
5232,5232,0.7,62.5,56.0,5.64,5.69,3.54,7.738,5,0,0,0,1,0,0,0,1,0,0,0,0,0
5233,5233,0.72,62.5,59.0,5.69,5.71,3.56,7.911,3,0,0,1,0,0,0,0,0,0,0,1,0,0
5234,5234,1.01,62.9,55.0,6.37,6.42,4.02,8.336,3,0,0,0,0,1,0,0,0,1,0,0,0,0
5235,5235,0.39,62.3,54.4,4.66,4.69,2.91,6.912,5,1,0,0,0,0,0,0,0,0,1,0,0,0
5236,5236,0.99,61.2,56.0,6.4,6.45,3.93,8.487,3,0,1,0,0,0,0,0,0,1,0,0,0,0
5237,5237,0.9,58.3,60.0,6.34,6.31,3.69,8.123,4,0,0,0,1,0,0,0,0,1,0,0,0,0
5238,5238,1.0,63.2,56.0,6.32,6.37,4.01,8.81,3,0,1,0,0,0,0,0,0,0,0,1,0,0
5239,5239,0.24,62.2,54.0,3.97,4.0,2.48,5.897,5,0,0,1,0,0,0,0,1,0,0,0,0,0
5240,5240,0.72,62.8,58.0,5.71,5.73,3.59,7.633,3,0,0,0,0,0,1,0,0,0,1,0,0,0
5241,5241,1.7,60.5,59.0,7.77,7.73,4.69,9.326,4,0,1,0,0,0,0,0,0,1,0,0,0,0
5242,5242,0.33,59.5,59.0,4.48,4.5,2.67,6.198,4,0,0,0,0,0,0,0,0,1,0,0,0,0
5243,5243,0.53,63.3,56.0,5.18,5.12,3.26,7.023,3,0,0,0,0,0,1,0,0,0,0,1,0,0
5244,5244,0.75,63.0,55.0,5.76,5.79,3.64,7.92,3,1,0,0,0,0,0,0,1,0,0,0,0,0
5245,5245,0.42,61.4,56.0,4.82,4.85,2.97,6.742,5,0,0,0,1,0,0,0,0,0,1,0,0,0
5246,5246,1.51,62.8,59.0,7.3,7.26,4.57,9.356,4,1,0,0,0,0,0,0,1,0,0,0,0,0
5247,5247,0.34,62.0,55.0,4.5,4.53,2.8,6.37,5,0,0,0,0,0,0,0,1,0,0,0,0,0
5248,5248,1.52,61.6,57.0,7.42,7.35,4.55,9.425,5,0,0,0,0,0,0,0,0,0,0,1,0,0
5249,5249,0.7,61.0,59.0,5.77,5.68,3.49,7.838,4,0,0,1,0,0,0,0,0,0,1,0,0,0
5250,5250,1.01,59.1,55.0,6.6,6.53,3.88,8.862,5,0,0,1,0,0,0,0,0,0,1,0,0,0
5251,5251,0.71,61.1,58.0,5.71,5.77,3.51,7.916,3,0,1,0,0,0,0,0,1,0,0,0,0,0
5252,5252,1.21,61.9,55.0,6.86,6.8,4.23,8.889,5,0,0,0,1,0,0,0,0,0,0,1,0,0
5253,5253,0.31,61.8,59.0,4.37,4.3,2.68,6.771,4,1,0,0,0,0,0,0,0,0,0,1,0,0
5254,5254,0.34,63.4,55.0,4.46,4.44,2.82,6.571,3,1,0,0,0,0,0,0,1,0,0,0,0,0
5255,5255,1.71,62.8,59.0,7.58,7.52,4.74,9.389,4,0,0,0,0,1,0,0,0,0,0,1,0,0
5256,5256,0.71,61.6,56.0,5.69,5.77,3.53,8.348,5,0,0,0,0,0,0,0,0,0,0,0,0,1
5257,5257,0.61,58.2,56.0,5.74,5.49,3.27,7.068,1,0,0,0,0,0,1,0,0,0,0,1,0,0
5258,5258,0.59,60.7,58.0,5.45,5.49,3.32,8.334,5,0,0,0,0,0,0,1,0,0,0,0,0,0
5259,5259,0.73,62.1,55.8,5.77,5.81,3.6,7.742,5,0,0,0,0,1,0,0,0,0,1,0,0,0
5260,5260,0.32,62.2,53.0,4.39,4.42,2.74,6.704,5,1,0,0,0,0,0,0,0,0,0,0,0,1
5261,5261,0.33,60.9,59.0,4.49,4.45,2.72,6.872,4,0,0,1,0,0,0,0,0,0,0,0,0,1
5262,5262,1.01,62.6,56.0,6.36,6.39,3.99,8.654,3,0,0,0,0,0,0,0,1,0,0,0,0,0
5263,5263,1.0,63.7,60.0,6.38,6.31,4.04,8.477,2,0,0,1,0,0,0,0,0,0,1,0,0,0
5264,5264,0.42,60.2,59.0,4.8,4.87,2.91,7.244,4,0,0,1,0,0,0,1,0,0,0,0,0,0
5265,5265,1.01,62.0,56.0,6.41,6.47,3.99,8.538,3,0,1,0,0,0,0,0,1,0,0,0,0,0
5266,5266,2.11,60.9,60.0,8.28,8.21,5.02,9.83,4,0,0,0,0,0,0,0,0,1,0,0,0,0
5267,5267,0.71,61.8,55.0,5.73,5.75,3.55,8.033,5,0,0,0,1,0,0,0,0,0,0,1,0,0
5268,5268,0.4,62.1,54.0,4.75,4.78,2.96,6.518,5,0,1,0,0,0,0,0,0,1,0,0,0,0
5269,5269,0.57,60.3,57.0,5.4,5.34,3.24,7.455,4,1,0,0,0,0,0,0,1,0,0,0,0,0
5270,5270,0.71,62.6,54.0,5.68,5.72,3.57,7.551,3,0,0,0,0,0,1,0,0,0,0,1,0,0
5271,5271,0.35,59.7,58.0,4.61,4.57,2.74,6.969,4,0,0,0,0,0,0,0,0,0,0,1,0,0
5272,5272,1.14,61.1,57.0,6.7,6.76,4.11,9.241,5,0,0,1,0,0,0,1,0,0,0,0,0,0
5273,5273,0.76,62.7,57.0,5.82,5.85,3.66,7.866,5,0,1,0,0,0,0,0,1,0,0,0,0,0
5274,5274,1.07,60.2,57.0,6.7,6.59,4.0,8.604,5,0,0,1,0,0,0,0,1,0,0,0,0,0
5275,5275,0.72,60.1,60.0,5.79,5.82,3.49,8.146,3,0,0,1,0,0,0,0,0,0,0,0,0,1
5276,5276,2.13,59.2,58.0,8.35,8.41,4.96,9.684,2,0,0,0,1,0,0,0,0,1,0,0,0,0
5277,5277,0.3,62.6,57.0,4.25,4.28,2.67,6.125,3,0,0,0,1,0,0,0,0,0,0,1,0,0
5278,5278,1.03,62.0,57.0,6.4,6.48,3.99,8.84,5,0,1,0,0,0,0,0,0,0,0,1,0,0
5279,5279,0.25,61.3,57.0,4.05,4.08,2.49,6.174,3,1,0,0,0,0,0,0,0,0,0,1,0,0
5280,5280,0.3,62.1,55.0,4.26,4.31,2.66,6.405,5,0,1,0,0,0,0,0,0,0,0,1,0,0
5281,5281,0.47,58.5,60.0,5.09,5.06,2.97,6.961,4,0,0,1,0,0,0,0,1,0,0,0,0,0
5282,5282,1.07,61.4,55.0,6.59,6.66,4.06,9.18,5,0,0,1,0,0,0,0,0,0,0,0,1,0
5283,5283,0.24,60.8,56.0,4.02,4.04,2.45,5.892,3,1,0,0,0,0,0,0,0,0,0,1,0,0
5284,5284,1.26,61.6,56.0,7.03,6.96,4.31,9.132,5,0,0,1,0,0,0,0,0,0,1,0,0,0
5285,5285,0.41,62.3,55.0,4.74,4.79,2.97,7.166,5,0,1,0,0,0,0,0,0,0,0,0,1,0
5286,5286,1.55,59.7,66.0,7.59,7.47,4.49,9.232,1,0,1,0,0,0,0,0,1,0,0,0,0,0
5287,5287,0.54,63.3,56.0,5.24,5.21,3.31,7.236,3,0,1,0,0,0,0,0,1,0,0,0,0,0
5288,5288,1.5,59.2,59.0,7.44,7.39,4.39,9.527,4,0,0,1,0,0,0,0,0,0,1,0,0,0
5289,5289,0.31,62.4,55.0,4.37,4.35,2.72,6.612,5,0,1,0,0,0,0,0,0,0,1,0,0,0
5290,5290,3.0,67.1,57.0,8.93,8.84,5.97,8.993,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5291,5291,1.5,63.0,54.0,7.19,7.26,4.55,9.339,2,1,0,0,0,0,0,0,1,0,0,0,0,0
5292,5292,0.7,60.6,62.0,5.68,5.64,3.43,7.882,4,0,0,1,0,0,0,0,0,0,1,0,0,0
5293,5293,1.02,62.8,58.0,6.37,6.41,4.01,8.34,5,0,0,0,0,1,0,0,0,1,0,0,0,0
5294,5294,1.01,63.8,59.0,6.3,6.34,4.03,8.597,2,0,0,0,1,0,0,0,0,0,1,0,0,0
5295,5295,0.57,61.2,57.0,5.31,5.35,3.26,7.182,3,1,0,0,0,0,0,0,0,1,0,0,0,0
5296,5296,0.91,62.7,63.0,6.05,6.0,3.78,8.236,3,0,0,1,0,0,0,0,0,0,0,1,0,0
5297,5297,0.3,62.5,55.0,4.3,4.31,2.69,6.565,5,0,0,0,0,0,0,0,0,0,0,1,0,0
5298,5298,1.0,61.3,57.0,6.45,6.4,3.94,8.184,4,0,0,0,1,0,0,0,0,1,0,0,0,0
5299,5299,1.65,62.4,55.0,7.53,7.61,4.72,9.774,5,0,0,1,0,0,0,1,0,0,0,0,0,0
5300,5300,2.0,63.0,59.0,7.94,8.07,5.04,9.661,3,0,0,0,1,0,0,0,0,1,0,0,0,0
5301,5301,1.1,61.6,56.0,6.66,6.61,4.09,8.5,4,0,0,0,1,0,0,0,1,0,0,0,0,0
5302,5302,0.71,62.7,58.0,5.53,5.67,3.54,7.886,4,0,0,0,0,0,0,0,0,0,0,1,0,0
5303,5303,0.33,60.6,57.0,4.51,4.53,2.74,6.78,5,0,1,0,0,0,0,0,0,0,0,0,1,0
5304,5304,1.04,62.8,58.0,6.42,6.45,4.04,9.18,3,1,0,0,0,0,0,0,0,0,0,0,0,1
5305,5305,0.7,59.1,58.0,5.85,5.83,3.45,7.767,4,0,1,0,0,0,0,0,0,1,0,0,0,0
5306,5306,0.51,61.9,56.0,5.15,5.1,3.17,7.215,5,0,0,0,0,0,0,0,0,1,0,0,0,0
5307,5307,1.0,65.0,58.0,6.21,6.16,4.02,8.59,1,1,0,0,0,0,0,0,0,0,0,1,0,0
5308,5308,1.24,62.1,58.0,6.85,6.96,4.29,8.663,3,0,0,0,0,0,1,0,0,0,1,0,0,0
5309,5309,0.3,61.4,59.0,4.31,4.26,2.63,6.353,4,0,0,0,0,0,0,0,0,1,0,0,0,0
5310,5310,0.56,62.5,56.0,5.24,5.28,3.29,7.383,5,0,0,0,0,0,0,0,1,0,0,0,0,0
5311,5311,0.23,62.9,59.0,3.93,3.95,2.48,6.273,3,1,0,0,0,0,0,0,0,0,0,0,1,0
5312,5312,1.0,62.9,59.0,6.3,6.39,3.99,8.314,3,0,1,0,0,0,0,0,0,1,0,0,0,0
5313,5313,0.54,61.3,57.0,5.29,5.24,3.23,7.755,5,0,1,0,0,0,0,0,0,0,0,1,0,0
5314,5314,1.21,62.0,60.0,6.77,6.84,4.22,8.722,5,0,0,0,0,1,0,0,0,0,0,1,0,0
5315,5315,0.31,61.2,55.6,4.33,4.38,2.67,6.284,5,0,0,0,0,1,0,0,0,0,0,0,1,0
5316,5316,0.9,60.4,59.0,6.21,6.24,3.76,8.275,4,1,0,0,0,0,0,0,0,1,0,0,0,0
5317,5317,0.53,62.9,54.0,5.13,5.17,3.24,7.181,3,0,0,0,0,0,0,0,0,1,0,0,0,0
5318,5318,0.73,62.1,57.0,5.75,5.71,3.56,7.676,5,1,0,0,0,0,0,0,0,1,0,0,0,0
5319,5319,0.33,62.2,53.3,4.45,4.48,2.77,6.384,5,0,0,0,1,0,0,0,0,0,1,0,0,0
5320,5320,1.28,62.7,58.0,6.88,6.94,4.33,8.792,4,0,0,0,1,0,0,0,1,0,0,0,0,0
5321,5321,0.31,61.9,55.0,4.39,4.36,2.71,6.771,5,1,0,0,0,0,0,0,0,0,0,1,0,0
5322,5322,0.5,62.2,56.0,5.13,5.08,3.17,7.067,5,0,0,1,0,0,0,0,1,0,0,0,0,0
5323,5323,1.27,60.9,59.0,6.99,6.94,4.24,8.646,4,0,0,0,0,1,0,0,1,0,0,0,0,0
5324,5324,1.71,62.1,56.0,7.65,7.61,4.74,9.488,5,0,0,1,0,0,0,0,1,0,0,0,0,0
5325,5325,0.41,63.1,54.0,4.72,4.75,2.99,6.458,2,0,0,0,0,0,0,0,0,1,0,0,0,0
5326,5326,1.29,62.1,59.0,6.92,6.96,4.31,8.661,5,0,0,0,0,0,1,0,0,0,0,1,0,0
5327,5327,1.0,62.6,60.0,6.37,6.29,3.96,8.775,4,0,1,0,0,0,0,0,0,0,0,1,0,0
5328,5328,0.71,59.6,63.0,5.8,5.71,3.44,7.472,3,0,0,0,0,0,0,0,0,1,0,0,0,0
5329,5329,0.39,63.3,56.0,4.63,4.66,2.94,6.85,3,0,1,0,0,0,0,0,0,0,0,0,0,1
5330,5330,1.52,63.6,60.0,7.21,7.25,4.6,8.839,2,0,0,0,0,0,1,0,1,0,0,0,0,0
5331,5331,0.71,58.4,63.0,5.85,5.8,3.4,7.759,3,1,0,0,0,0,0,0,0,1,0,0,0,0
5332,5332,0.31,63.2,55.0,4.31,4.33,2.73,6.011,2,0,0,1,0,0,0,0,0,1,0,0,0,0
5333,5333,0.31,60.6,56.0,4.39,4.42,2.67,6.522,5,0,1,0,0,0,0,0,0,0,1,0,0,0
5334,5334,1.66,62.3,54.0,7.58,7.61,4.73,9.32,5,0,0,0,0,1,0,0,0,0,0,1,0,0
5335,5335,0.3,59.2,59.0,4.37,4.41,2.6,6.489,4,1,0,0,0,0,0,0,0,0,0,1,0,0
5336,5336,0.7,62.3,55.0,5.71,5.65,3.54,7.872,5,0,1,0,0,0,0,0,0,0,0,1,0,0
5337,5337,0.34,62.1,55.0,4.49,4.46,2.78,6.828,5,0,0,0,0,0,0,0,0,0,0,1,0,0
5338,5338,0.97,62.0,60.0,6.25,6.29,3.89,8.46,4,0,0,0,0,0,0,0,1,0,0,0,0,0
5339,5339,0.51,62.7,58.0,5.09,5.12,3.2,7.271,3,0,0,1,0,0,0,0,0,0,0,1,0,0
5340,5340,0.36,61.7,55.0,4.58,4.6,2.83,6.748,5,0,0,0,0,0,0,0,0,0,0,1,0,0
5341,5341,0.63,62.5,55.0,5.47,5.5,3.43,8.787,5,0,0,0,0,0,0,1,0,0,0,0,0,0
5342,5342,0.27,61.8,56.0,4.19,4.2,2.6,6.525,3,0,1,0,0,0,0,0,0,0,0,0,0,1
5343,5343,0.8,60.7,60.0,6.0,6.09,3.67,8.323,3,1,0,0,0,0,0,0,0,0,1,0,0,0
5344,5344,0.35,61.5,59.0,4.56,4.52,2.79,6.446,4,1,0,0,0,0,0,0,0,1,0,0,0,0
5345,5345,0.39,61.4,54.0,4.7,4.73,2.9,7.029,5,0,1,0,0,0,0,0,0,0,0,0,1,0
5346,5346,0.33,61.6,57.0,4.44,4.46,2.74,6.686,3,0,1,0,0,0,0,0,0,0,0,0,0,1
5347,5347,0.31,62.6,58.0,4.29,4.33,2.7,6.561,4,0,0,0,1,0,0,0,0,0,0,0,1,0
5348,5348,1.01,60.4,57.0,6.49,6.45,3.91,8.809,4,1,0,0,0,0,0,0,0,0,0,1,0,0
5349,5349,0.7,62.2,55.0,5.71,5.76,3.57,8.082,5,0,0,0,1,0,0,0,0,0,0,0,0,1
5350,5350,1.0,57.9,54.0,6.68,6.62,3.85,8.405,2,0,0,0,1,0,0,0,1,0,0,0,0,0
5351,5351,0.77,60.6,56.0,5.95,5.9,3.59,7.98,5,0,0,0,0,0,0,0,0,1,0,0,0,0
5352,5352,1.7,62.5,61.0,7.54,7.45,4.69,9.528,4,0,1,0,0,0,0,0,0,0,0,1,0,0
5353,5353,1.16,63.7,63.0,6.63,6.55,4.2,8.406,2,0,1,0,0,0,0,0,0,1,0,0,0,0
5354,5354,0.51,61.3,60.0,5.16,5.11,3.15,7.485,4,1,0,0,0,0,0,0,0,0,0,1,0,0
5355,5355,2.04,59.1,59.0,8.29,8.24,4.88,9.438,5,0,0,0,0,0,1,0,1,0,0,0,0,0
5356,5356,0.32,61.4,55.0,4.4,4.43,2.71,6.593,5,0,0,1,0,0,0,0,0,0,0,0,0,1
5357,5357,0.42,61.8,56.0,4.78,4.8,2.96,7.103,5,1,0,0,0,0,0,0,0,0,0,0,0,1
5358,5358,0.31,62.3,59.0,4.29,4.32,2.68,6.425,3,0,0,1,0,0,0,0,0,0,0,0,0,1
5359,5359,0.71,62.8,56.0,5.75,5.68,3.59,7.836,4,0,0,0,1,0,0,0,0,0,0,1,0,0
5360,5360,0.41,62.1,56.0,4.78,4.76,2.96,7.212,5,0,0,0,0,0,0,0,0,0,0,0,0,1
5361,5361,0.51,61.8,53.0,5.14,5.18,3.19,6.891,5,0,0,0,1,0,0,0,0,1,0,0,0,0
5362,5362,0.39,62.3,59.0,4.63,4.68,2.9,6.816,3,0,0,1,0,0,0,0,0,0,0,0,1,0
5363,5363,0.71,62.4,56.0,5.74,5.71,3.57,7.777,5,0,0,1,0,0,0,0,1,0,0,0,0,0
5364,5364,1.01,61.0,61.0,6.28,6.22,3.81,8.222,4,0,0,0,0,0,1,0,0,0,0,1,0,0
5365,5365,0.26,62.6,56.0,4.1,4.13,2.57,6.186,3,0,0,1,0,0,0,0,0,0,0,0,0,1
5366,5366,0.52,60.6,56.0,5.22,5.24,3.17,7.667,5,0,1,0,0,0,0,0,0,0,0,0,0,1
5367,5367,1.58,61.7,59.0,7.48,7.42,4.6,9.349,4,0,0,0,1,0,0,0,0,0,1,0,0,0
5368,5368,0.31,61.6,55.0,4.38,4.42,2.71,6.114,5,0,0,0,0,1,0,0,0,0,0,1,0,0
5369,5369,0.41,61.2,57.0,4.77,4.8,2.93,6.915,3,0,1,0,0,0,0,0,0,0,1,0,0,0
5370,5370,0.73,64.6,60.0,5.68,5.59,3.64,7.497,1,0,0,0,0,0,1,0,0,0,1,0,0,0
5371,5371,1.5,65.4,57.0,7.14,7.07,4.65,9.654,1,1,0,0,0,0,0,0,0,0,1,0,0,0
5372,5372,0.33,61.7,56.0,4.48,4.46,2.76,6.958,5,1,0,0,0,0,0,0,0,0,0,0,1,0
5373,5373,1.51,59.4,57.0,7.48,7.57,4.47,9.291,3,0,1,0,0,0,0,0,1,0,0,0,0,0
5374,5374,0.3,61.9,55.0,4.3,4.33,2.67,6.641,5,1,0,0,0,0,0,0,0,0,0,0,0,1
5375,5375,0.51,62.4,58.0,5.13,5.1,3.19,7.361,4,0,1,0,0,0,0,0,0,0,0,1,0,0
5376,5376,1.79,60.9,60.0,7.79,7.83,4.76,9.128,4,0,0,0,0,0,1,0,1,0,0,0,0,0
5377,5377,1.21,61.0,58.0,6.89,6.92,4.21,9.346,3,0,1,0,0,0,0,0,0,0,0,0,0,1
5378,5378,1.04,63.5,59.0,6.37,6.42,4.06,8.245,3,0,0,0,0,0,1,0,0,1,0,0,0,0
5379,5379,0.9,63.7,61.0,6.04,6.07,3.86,8.326,3,0,0,0,1,0,0,0,0,0,0,1,0,0
5380,5380,0.7,59.5,56.0,5.79,5.81,3.45,7.732,3,1,0,0,0,0,0,0,0,1,0,0,0,0
5381,5381,0.5,57.1,63.0,5.23,5.27,3.0,7.04,2,0,0,0,0,0,0,0,0,1,0,0,0,0
5382,5382,1.22,62.3,57.0,6.8,6.84,4.25,9.057,3,0,1,0,0,0,0,0,0,0,0,1,0,0
5383,5383,1.01,62.4,58.0,6.37,6.41,3.99,8.648,3,0,0,1,0,0,0,0,0,0,0,1,0,0
5384,5384,1.01,58.4,60.0,6.53,6.48,3.8,7.699,4,0,0,0,1,0,0,0,0,0,0,0,0,0
5385,5385,0.3,61.8,57.0,4.34,4.3,2.67,6.738,5,1,0,0,0,0,0,0,0,0,0,1,0,0
5386,5386,1.54,62.5,57.0,7.36,7.3,4.58,9.629,5,0,0,1,0,0,0,0,0,0,0,0,0,1
5387,5387,1.5,63.0,59.0,7.24,7.2,4.55,9.016,4,0,1,0,0,0,0,0,0,1,0,0,0,0
5388,5388,0.32,59.9,57.0,4.51,4.47,2.69,6.579,4,0,0,1,0,0,0,0,0,0,0,1,0,0
5389,5389,0.7,62.1,58.0,5.71,5.66,3.53,7.838,4,0,0,0,1,0,0,0,0,0,0,0,0,1
5390,5390,1.01,63.8,56.0,6.32,6.37,4.05,8.413,2,0,0,1,0,0,0,0,1,0,0,0,0,0
5391,5391,0.38,61.5,57.0,4.66,4.68,2.87,6.749,3,0,0,1,0,0,0,0,0,0,0,0,0,1
5392,5392,0.36,59.3,59.0,4.66,4.62,2.75,6.41,4,0,0,1,0,0,0,0,0,1,0,0,0,0
5393,5393,0.72,61.7,56.0,5.74,5.78,3.55,8.01,5,0,0,1,0,0,0,0,0,0,0,1,0,0
5394,5394,0.71,61.7,59.0,5.76,5.72,3.54,7.357,4,0,0,0,1,0,0,0,0,1,0,0,0,0
5395,5395,5.01,65.5,59.0,10.74,10.54,6.98,9.799,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5396,5396,0.41,63.7,54.0,4.71,4.74,3.01,7.064,3,0,1,0,0,0,0,0,0,0,0,0,1,0
5397,5397,1.54,61.1,59.0,7.45,7.4,4.54,9.066,4,0,0,0,0,0,1,0,0,0,0,0,0,1
5398,5398,0.25,62.2,57.0,4.01,4.04,2.5,6.45,3,0,1,0,0,0,0,0,0,0,0,0,0,1
5399,5399,1.01,59.9,59.0,6.51,6.48,3.89,8.757,4,0,0,1,0,0,0,0,0,0,1,0,0,0
5400,5400,1.5,63.6,60.0,7.24,7.2,4.59,9.456,2,0,0,1,0,0,0,0,0,0,0,1,0,0
5401,5401,1.22,62.2,60.0,6.77,6.89,4.25,8.308,3,0,0,0,0,0,1,0,0,1,0,0,0,0
5402,5402,0.78,61.7,57.0,5.87,5.93,3.64,8.187,5,0,0,0,0,0,0,0,0,0,0,1,0,0
5403,5403,1.01,62.7,58.0,6.34,6.38,3.99,8.481,3,0,0,0,0,0,0,0,1,0,0,0,0,0
5404,5404,0.3,63.1,59.0,4.2,4.27,2.67,6.402,3,0,1,0,0,0,0,0,0,0,1,0,0,0
5405,5405,1.53,62.0,56.0,7.39,7.47,4.61,9.33,3,0,1,0,0,0,0,0,1,0,0,0,0,0
5406,5406,0.72,62.1,54.0,5.76,5.8,3.59,7.897,5,1,0,0,0,0,0,0,1,0,0,0,0,0
5407,5407,1.2,60.5,58.0,6.9,6.79,4.14,7.981,4,0,0,0,0,1,0,0,0,0,0,0,0,0
5408,5408,1.03,62.4,57.0,6.41,6.45,4.01,8.026,3,0,0,1,0,0,0,0,0,0,0,0,0,0
5409,5409,0.9,69.0,59.0,5.89,5.82,4.04,7.838,1,0,1,0,0,0,0,0,0,1,0,0,0,0
5410,5410,0.54,61.9,55.0,5.24,5.26,3.25,7.459,5,0,0,1,0,0,0,0,1,0,0,0,0,0
5411,5411,1.24,61.4,59.0,6.86,6.92,4.23,8.712,3,0,0,0,0,1,0,0,1,0,0,0,0,0
5412,5412,1.16,61.5,54.0,6.78,6.75,4.16,8.576,5,0,0,1,0,0,0,0,0,1,0,0,0,0
5413,5413,0.32,61.0,59.0,4.38,4.41,2.68,6.792,4,0,0,1,0,0,0,1,0,0,0,0,0,0
5414,5414,1.01,61.7,56.0,6.47,6.43,3.98,8.326,5,0,0,0,1,0,0,0,0,1,0,0,0,0
5415,5415,0.3,62.2,60.0,4.25,4.24,2.64,6.515,4,0,0,1,0,0,0,0,0,0,0,1,0,0
5416,5416,0.71,62.3,56.0,5.68,5.72,3.55,8.051,5,0,0,0,0,0,0,0,0,0,0,1,0,0
5417,5417,2.04,60.6,61.0,8.15,8.09,4.92,9.43,4,0,0,0,1,0,0,0,1,0,0,0,0,0
5418,5418,1.01,61.3,59.0,6.44,6.48,3.96,8.509,4,0,0,0,1,0,0,0,0,0,0,1,0,0
5419,5419,0.3,61.2,61.0,4.3,4.33,2.64,6.594,5,1,0,0,0,0,0,0,0,0,0,0,0,1
5420,5420,0.31,61.7,61.0,4.31,4.34,2.67,6.299,3,0,0,0,1,0,0,0,0,0,1,0,0,0
5421,5421,1.01,63.6,58.0,6.36,6.28,4.02,8.379,2,0,1,0,0,0,0,0,1,0,0,0,0,0
5422,5422,1.04,59.7,56.0,6.6,6.54,3.92,8.208,5,0,0,0,0,1,0,0,1,0,0,0,0,0
5423,5423,0.61,61.8,56.0,5.44,5.41,3.35,7.271,4,0,0,0,0,1,0,0,0,0,0,1,0,0
5424,5424,0.3,62.2,57.0,4.26,4.29,2.66,6.405,5,0,0,0,1,0,0,0,0,0,0,0,0,1
5425,5425,1.0,60.6,56.0,6.5,6.54,3.95,8.661,5,0,0,0,0,0,0,0,1,0,0,0,0,0
5426,5426,0.32,61.4,57.0,4.41,4.38,2.7,6.417,5,0,0,1,0,0,0,0,1,0,0,0,0,0
5427,5427,0.31,62.8,58.0,4.32,4.28,2.7,6.324,4,0,0,0,1,0,0,0,1,0,0,0,0,0
5428,5428,1.51,62.7,56.0,7.3,7.35,4.59,8.999,5,0,0,0,0,0,1,0,0,0,1,0,0,0
5429,5429,0.31,61.8,56.0,4.36,4.34,2.69,6.866,5,0,1,0,0,0,0,0,0,0,0,0,1,0
5430,5430,0.57,61.4,58.0,5.34,5.28,3.26,7.455,4,1,0,0,0,0,0,0,1,0,0,0,0,0
5431,5431,1.0,62.7,58.0,6.31,6.33,3.96,8.325,2,0,0,0,1,0,0,0,0,1,0,0,0,0
5432,5432,0.4,62.5,53.0,4.74,4.79,2.98,6.495,5,0,0,0,0,0,1,0,0,0,0,0,0,1
5433,5433,0.42,62.9,57.0,4.84,4.76,3.02,6.8,5,0,0,0,1,0,0,0,1,0,0,0,0,0
